id,series_id,night,event,step,timestamp
438,08db4255286f,21,0,357492.0,2018-11-26T01:31:00-0500
439,08db4255286f,21,1,360792.0,2018-11-26T06:06:00-0500
440,08db4255286f,22,0,373176.0,2018-11-26T23:18:00-0500
441,08db4255286f,22,1,377820.0,2018-11-27T05:45:00-0500
442,08db4255286f,23,0,391116.0,2018-11-28T00:13:00-0500
443,08db4255286f,23,1,399960.0,2018-11-28T12:30:00-0500
444,08db4255286f,24,0,412956.0,2018-11-29T06:33:00-0500
445,08db4255286f,24,1,417180.0,2018-11-29T12:25:00-0500
446,08db4255286f,25,0,429552.0,2018-11-30T05:36:00-0500
447,08db4255286f,25,1,435324.0,2018-11-30T13:37:00-0500
448,0a96f4993bd7,1,0,8256.0,2018-05-03T21:58:00-0400
449,0a96f4993bd7,1,1,15024.0,2018-05-04T07:22:00-0400
450,0a96f4993bd7,2,0,26460.0,2018-05-04T23:15:00-0400
451,0a96f4993bd7,2,1,33972.0,2018-05-05T09:41:00-0400
452,0a96f4993bd7,3,0,45156.0,2018-05-06T01:13:00-0400
453,0a96f4993bd7,3,1,51336.0,2018-05-06T09:48:00-0400
454,0a96f4993bd7,4,0,60816.0,2018-05-06T22:58:00-0400
455,0a96f4993bd7,4,1,67176.0,2018-05-07T07:48:00-0400
456,0a96f4993bd7,5,0,77100.0,2018-05-07T21:35:00-0400
457,0a96f4993bd7,5,1,83964.0,2018-05-08T07:07:00-0400
458,0a96f4993bd7,6,0,94764.0,2018-05-08T22:07:00-0400
459,0a96f4993bd7,6,1,100980.0,2018-05-09T06:45:00-0400
460,0a96f4993bd7,7,0,112044.0,2018-05-09T22:07:00-0400
461,0a96f4993bd7,7,1,118752.0,2018-05-10T07:26:00-0400
462,0a96f4993bd7,8,0,129588.0,2018-05-10T22:29:00-0400
463,0a96f4993bd7,8,1,135972.0,2018-05-11T07:21:00-0400
464,0a96f4993bd7,9,0,148092.0,2018-05-12T00:11:00-0400
465,0a96f4993bd7,9,1,155412.0,2018-05-12T10:21:00-0400
466,0a96f4993bd7,10,0,167196.0,2018-05-13T02:43:00-0400
467,0a96f4993bd7,10,1,172392.0,2018-05-13T09:56:00-0400
468,0a96f4993bd7,11,0,182556.0,2018-05-14T00:03:00-0400
469,0a96f4993bd7,11,1,188268.0,2018-05-14T07:59:00-0400
470,0a96f4993bd7,12,0,198804.0,2018-05-14T22:37:00-0400
471,0a96f4993bd7,12,1,205596.0,2018-05-15T08:03:00-0400
472,0a96f4993bd7,13,0,215676.0,2018-05-15T22:03:00-0400
473,0a96f4993bd7,13,1,222660.0,2018-05-16T07:45:00-0400
474,0a96f4993bd7,14,0,232464.0,2018-05-16T21:22:00-0400
475,0a96f4993bd7,14,1,239712.0,2018-05-17T07:26:00-0400
476,0a96f4993bd7,15,0,249612.0,2018-05-17T21:11:00-0400
477,0a96f4993bd7,15,1,256260.0,2018-05-18T06:25:00-0400
478,0cd1e3d0ed95,1,0,5484.0,2017-12-08T22:37:00-0500
479,0cd1e3d0ed95,1,1,9432.0,2017-12-09T04:06:00-0500
480,0cd1e3d0ed95,2,0,23616.0,2017-12-09T23:48:00-0500
481,0cd1e3d0ed95,2,1,29520.0,2017-12-10T08:00:00-0500
482,0cd1e3d0ed95,3,0,37836.0,2017-12-10T19:33:00-0500
483,0cd1e3d0ed95,3,1,45024.0,2017-12-11T05:32:00-0500
484,0cd1e3d0ed95,4,0,56736.0,2017-12-11T21:48:00-0500
485,0cd1e3d0ed95,4,1,63024.0,2017-12-12T06:32:00-0500
486,0cd1e3d0ed95,5,0,74688.0,2017-12-12T22:44:00-0500
487,0cd1e3d0ed95,5,1,80448.0,2017-12-13T06:44:00-0500
502,0cd1e3d0ed95,13,0,212124.0,2017-12-20T21:37:00-0500
503,0cd1e3d0ed95,13,1,218772.0,2017-12-21T06:51:00-0500
520,0ce74d6d2106,1,0,4812.0,2017-08-21T23:11:00-0400
521,0ce74d6d2106,1,1,10344.0,2017-08-22T06:52:00-0400
522,0ce74d6d2106,2,0,22356.0,2017-08-22T23:33:00-0400
523,0ce74d6d2106,2,1,28296.0,2017-08-23T07:48:00-0400
524,0ce74d6d2106,3,0,39228.0,2017-08-23T22:59:00-0400
525,0ce74d6d2106,3,1,45576.0,2017-08-24T07:48:00-0400
526,0ce74d6d2106,4,0,56604.0,2017-08-24T23:07:00-0400
527,0ce74d6d2106,4,1,62412.0,2017-08-25T07:11:00-0400
528,0ce74d6d2106,5,0,74076.0,2017-08-25T23:23:00-0400
529,0ce74d6d2106,5,1,78924.0,2017-08-26T06:07:00-0400
530,0ce74d6d2106,6,0,89724.0,2017-08-26T21:07:00-0400
531,0ce74d6d2106,6,1,96612.0,2017-08-27T06:41:00-0400
532,0ce74d6d2106,7,0,108000.0,2017-08-27T22:30:00-0400
533,0ce74d6d2106,7,1,114564.0,2017-08-28T07:37:00-0400
534,0ce74d6d2106,8,0,124824.0,2017-08-28T21:52:00-0400
535,0ce74d6d2106,8,1,131484.0,2017-08-29T07:07:00-0400
536,0ce74d6d2106,9,0,142512.0,2017-08-29T22:26:00-0400
537,0ce74d6d2106,9,1,149172.0,2017-08-30T07:41:00-0400
538,0ce74d6d2106,10,0,160080.0,2017-08-30T22:50:00-0400
539,0ce74d6d2106,10,1,165732.0,2017-08-31T06:41:00-0400
540,0ce74d6d2106,11,0,176760.0,2017-08-31T22:00:00-0400
541,0ce74d6d2106,11,1,183264.0,2017-09-01T07:02:00-0400
542,0ce74d6d2106,12,0,195300.0,2017-09-01T23:45:00-0400
543,0ce74d6d2106,12,1,200976.0,2017-09-02T07:38:00-0400
544,0ce74d6d2106,13,0,211224.0,2017-09-02T21:52:00-0400
545,0ce74d6d2106,13,1,217488.0,2017-09-03T06:34:00-0400
546,0ce74d6d2106,14,0,228960.0,2017-09-03T22:30:00-0400
547,0ce74d6d2106,14,1,235380.0,2017-09-04T07:25:00-0400
548,0ce74d6d2106,15,0,246048.0,2017-09-04T22:14:00-0400
549,0ce74d6d2106,15,1,252768.0,2017-09-05T07:34:00-0400
550,0ce74d6d2106,16,0,263436.0,2017-09-05T22:23:00-0400
551,0ce74d6d2106,16,1,270444.0,2017-09-06T08:07:00-0400
552,0ce74d6d2106,17,0,281736.0,2017-09-06T23:48:00-0400
553,0ce74d6d2106,17,1,287304.0,2017-09-07T07:32:00-0400
554,0ce74d6d2106,18,0,298572.0,2017-09-07T23:11:00-0400
555,0ce74d6d2106,18,1,304152.0,2017-09-08T06:56:00-0400
556,0ce74d6d2106,19,0,316032.0,2017-09-08T23:26:00-0400
557,0ce74d6d2106,19,1,321120.0,2017-09-09T06:30:00-0400
558,0ce74d6d2106,20,0,332376.0,2017-09-09T22:08:00-0400
560,0ce74d6d2106,21,0,349560.0,2017-09-10T22:00:00-0400
561,0ce74d6d2106,21,1,357060.0,2017-09-11T08:25:00-0400
562,0ce74d6d2106,22,0,366564.0,2017-09-11T21:37:00-0400
563,0ce74d6d2106,22,1,373032.0,2017-09-12T06:36:00-0400
564,0ce74d6d2106,23,0,383436.0,2017-09-12T21:03:00-0400
565,0ce74d6d2106,23,1,390420.0,2017-09-13T06:45:00-0400
566,0ce74d6d2106,24,0,400452.0,2017-09-13T20:41:00-0400
567,0ce74d6d2106,24,1,407304.0,2017-09-14T06:12:00-0400
568,0ce74d6d2106,25,0,417996.0,2017-09-14T21:03:00-0400
569,0ce74d6d2106,25,1,424308.0,2017-09-15T05:49:00-0400
570,0ce74d6d2106,26,0,436452.0,2017-09-15T22:41:00-0400
571,0ce74d6d2106,26,1,442440.0,2017-09-16T07:00:00-0400
572,0ce74d6d2106,27,0,453660.0,2017-09-16T22:35:00-0400
573,0ce74d6d2106,27,1,459444.0,2017-09-17T06:37:00-0400
574,0ce74d6d2106,28,0,470448.0,2017-09-17T21:54:00-0400
575,0ce74d6d2106,28,1,476628.0,2017-09-18T06:29:00-0400
576,0ce74d6d2106,29,0,486996.0,2017-09-18T20:53:00-0400
577,0ce74d6d2106,29,1,493272.0,2017-09-19T05:36:00-0400
578,0ce74d6d2106,30,0,504888.0,2017-09-19T21:44:00-0400
579,0ce74d6d2106,30,1,510864.0,2017-09-20T06:02:00-0400
580,0ce74d6d2106,31,0,523080.0,2017-09-20T23:00:00-0400
581,0ce74d6d2106,31,1,528564.0,2017-09-21T06:37:00-0400
582,0ce74d6d2106,32,0,539052.0,2017-09-21T21:11:00-0400
583,0ce74d6d2106,32,1,544044.0,2017-09-22T04:07:00-0400
590,0cfc06c129cc,1,0,7332.0,2018-12-17T21:56:00-0500
591,0cfc06c129cc,1,1,14028.0,2018-12-18T07:14:00-0500
592,0cfc06c129cc,2,0,24432.0,2018-12-18T21:41:00-0500
593,0cfc06c129cc,2,1,30996.0,2018-12-19T06:48:00-0500
594,0cfc06c129cc,3,0,41712.0,2018-12-19T21:41:00-0500
595,0cfc06c129cc,3,1,48012.0,2018-12-20T06:26:00-0500
596,0cfc06c129cc,4,0,59328.0,2018-12-20T22:09:00-0500
597,0cfc06c129cc,4,1,65292.0,2018-12-21T06:26:00-0500
598,0cfc06c129cc,5,0,76512.0,2018-12-21T22:01:00-0500
599,0cfc06c129cc,5,1,82572.0,2018-12-22T06:26:00-0500
600,0cfc06c129cc,6,0,94560.0,2018-12-22T23:05:00-0500
601,0cfc06c129cc,6,1,99900.0,2018-12-23T06:30:00-0500
602,0cfc06c129cc,7,0,110244.0,2018-12-23T20:52:00-0500
603,0cfc06c129cc,7,1,117216.0,2018-12-24T06:33:00-0500
604,0cfc06c129cc,8,0,128052.0,2018-12-24T21:36:00-0500
605,0cfc06c129cc,8,1,134544.0,2018-12-25T06:37:00-0500
606,0cfc06c129cc,9,0,145032.0,2018-12-25T21:11:00-0500
607,0cfc06c129cc,9,1,150876.0,2018-12-26T05:18:00-0500
608,0cfc06c129cc,10,0,162468.0,2018-12-26T21:24:00-0500
609,0cfc06c129cc,10,1,168876.0,2018-12-27T06:18:00-0500
610,0cfc06c129cc,11,0,180672.0,2018-12-27T22:41:00-0500
611,0cfc06c129cc,11,1,185436.0,2018-12-28T05:18:00-0500
612,0cfc06c129cc,12,0,198096.0,2018-12-28T22:53:00-0500
613,0cfc06c129cc,12,1,203484.0,2018-12-29T06:22:00-0500
614,0cfc06c129cc,13,0,214692.0,2018-12-29T21:56:00-0500
615,0cfc06c129cc,13,1,220308.0,2018-12-30T05:44:00-0500
616,0cfc06c129cc,14,0,231768.0,2018-12-30T21:39:00-0500
617,0cfc06c129cc,14,1,238056.0,2018-12-31T06:23:00-0500
618,0cfc06c129cc,15,0,249072.0,2018-12-31T21:41:00-0500
619,0cfc06c129cc,15,1,255372.0,2019-01-01T06:26:00-0500
620,0cfc06c129cc,16,0,266712.0,2019-01-01T22:11:00-0500
621,0cfc06c129cc,16,1,272796.0,2019-01-02T06:38:00-0500
622,0cfc06c129cc,17,0,283920.0,2019-01-02T22:05:00-0500
623,0cfc06c129cc,17,1,289980.0,2019-01-03T06:30:00-0500
624,0cfc06c129cc,18,0,301512.0,2019-01-03T22:31:00-0500
625,0cfc06c129cc,18,1,307896.0,2019-01-04T07:23:00-0500
626,0cfc06c129cc,19,0,318324.0,2019-01-04T21:52:00-0500
627,0cfc06c129cc,19,1,324804.0,2019-01-05T06:52:00-0500
628,0cfc06c129cc,20,0,335700.0,2019-01-05T22:00:00-0500
629,0cfc06c129cc,20,1,342624.0,2019-01-06T07:37:00-0500
630,0cfc06c129cc,21,0,352344.0,2019-01-06T21:07:00-0500
631,0cfc06c129cc,21,1,359892.0,2019-01-07T07:36:00-0500
632,0d0ad1e77851,1,0,4536.0,2018-11-13T22:18:00-0500
633,0d0ad1e77851,1,1,10896.0,2018-11-14T07:08:00-0500
634,0d0ad1e77851,2,0,21480.0,2018-11-14T21:50:00-0500
635,0d0ad1e77851,2,1,27720.0,2018-11-15T06:30:00-0500
636,0d0ad1e77851,3,0,38832.0,2018-11-15T21:56:00-0500
637,0d0ad1e77851,3,1,45312.0,2018-11-16T06:56:00-0500
638,0d0ad1e77851,4,0,56964.0,2018-11-16T23:07:00-0500
639,0d0ad1e77851,4,1,62724.0,2018-11-17T07:07:00-0500
644,0d0ad1e77851,7,0,108636.0,2018-11-19T22:53:00-0500
645,0d0ad1e77851,7,1,114480.0,2018-11-20T07:00:00-0500
646,0d0ad1e77851,8,0,125796.0,2018-11-20T22:43:00-0500
